매물번호,보증금,월세,관리비,전용면적,노후도,해당층,전체층,엘리베이터,방향,위도,경도,주소,옵션_냉장고,옵션_침대,옵션_전자레인지,옵션_에어컨,옵션_세탁기,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m)
47869220,200,30,5.0,34.0,6.0,1,3,False,S,35.8210255430579,128.755571581503,경상북도 경산시 삼풍동,True,True,True,True,True,1713.0,27.0,55.0,100.0,2245.0,81.0,77.0
47869182,200,30,5.0,34.0,6.0,2,3,False,S,35.8210255430579,128.755571581503,경상북도 경산시 삼풍동,True,True,True,True,True,1713.0,27.0,55.0,100.0,2245.0,81.0,77.0
47869057,70,17,5.0,25.5,7.0,2,3,False,SW,35.8389671284182,128.753917787236,경상북도 경산시 조영동,True,True,False,True,True,314.0,36.0,13.0,132.0,1787.0,43.0,219.0
47868988,100,24,7.0,25.5,6.0,4,4,False,SE,35.8383520873484,128.759472146022,경상북도 경산시 조영동,True,True,True,True,True,639.0,457.0,39.0,175.0,2241.0,35.0,194.0
47868900,100,18,5.0,27.0,6.0,3,4,False,S,35.8222485444037,128.757630958432,경상북도 경산시 삼풍동,True,True,True,True,True,1618.0,234.0,203.0,320.0,2325.0,127.0,300.0
47868213,100,23,5.0,27.0,6.0,4,4,False,SW,35.8376934184071,128.75887161836,경상북도 경산시 조영동,True,True,True,True,True,565.0,431.0,53.0,200.0,2170.0,125.0,262.0
47868109,150,30,5.0,27.0,6.0,2,3,False,N,35.838827603984,128.754715952571,경상북도 경산시 조영동,True,True,True,True,True,329.0,61.0,63.0,74.0,1849.0,117.0,219.0
47868071,100,23,5.0,27.0,6.0,1,3,False,SE,35.8398574463648,128.751044708729,경상북도 경산시 대동,True,True,True,True,True,430.0,245.0,208.0,387.0,1595.0,108.0,287.0
47867699,200,31,5.0,27.0,6.0,3,3,False,S,35.8388317018315,128.75313902133,경상북도 경산시 조영동,True,True,True,True,True,285.0,61.0,19.0,185.0,1717.0,38.0,212.0
47866392,200,25,5.0,20.0,6.0,2,4,False,W,35.8382044997829,128.754782238973,경상북도 경산시 조영동,True,True,True,True,True,276.0,130.0,20.0,24.0,1831.0,118.0,154.0
47866190,200,30,5.0,33.06,6.0,3,3,False,S,35.8214000029158,128.75563039337,경상북도 경산시 삼풍동,True,True,True,True,True,1673.0,65.0,66.0,116.0,2225.0,77.0,118.0
47866126,200,28,5.0,27.0,6.0,3,3,False,N,35.8381491845988,128.751502171386,경상북도 경산시 대동,True,True,True,True,True,241.0,226.0,24.0,220.0,1551.0,49.0,243.0
47864205,100,11,9.0,22.0,6.0,3,5,True,SW,35.8427170069011,128.76340760983,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1191.0,309.0,49.0,96.0,2737.0,54.0,81.0
47863389,300,40,5.0,30.0,6.0,4,4,False,S,35.8386203543511,128.760216336297,경상북도 경산시 압량읍 부적리,True,True,True,True,True,713.0,473.0,109.0,219.0,2313.0,41.0,196.0
47863263,200,33,5.0,20.0,6.0,3,3,False,W,35.8373442163176,128.751458465619,경상북도 경산시 대동,True,True,True,True,True,173.0,285.0,38.0,177.0,1517.0,105.0,215.0
47863143,200,40,5.0,20.0,6.0,3,3,False,W,35.8395600746942,128.753491376098,경상북도 경산시 조영동,True,True,True,True,True,370.0,42.0,12.0,205.0,1778.0,55.0,171.0
47862827,200,29,8.0,25.0,6.0,3,4,False,S,35.8404779001747,128.756894002318,경상북도 경산시 조영동,True,True,True,True,True,592.0,203.0,26.0,81.0,2100.0,69.0,110.0
47862549,200,20,10.0,33.05,7.0,3,3,False,E,35.83224825806092,128.70379139630006,대구시 수성구 신매동,True,True,True,True,True,961.0,208.0,91.0,360.0,826.0,116.0,193.0
47862534,200,40,10.0,40.0,6.0,4,4,False,N,35.8386841149951,128.758797655206,경상북도 경산시 조영동,True,True,True,True,True,599.0,390.0,78.0,105.0,2193.0,89.0,152.0
47862508,500,33,10.0,33.06,6.0,2,4,False,S,35.8417629562215,128.706863553986,대구시 수성구 매호동,True,False,False,True,True,202.0,106.0,113.0,152.0,347.0,142.0,137.0
47862411,100,25,5.0,25.5,6.0,2,3,False,SW,35.8405315896811,128.754089246444,경상북도 경산시 조영동,True,True,True,True,True,486.0,137.0,57.0,272.0,1873.0,154.0,63.0
47862377,100,15,5.0,23.14,6.0,2,4,False,SW,35.8415911031144,128.762464769387,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1048.0,274.0,125.0,61.0,2611.0,36.0,73.0
47861837,300,25,10.0,33.06,6.0,2,4,False,W,35.8308775408184,128.704420722583,대구시 수성구 신매동,True,False,False,True,True,1109.0,216.0,73.0,421.0,979.0,68.0,84.0
47861794,300,35,10.0,29.75,6.0,1,3,False,S,35.8233248697358,128.754404561486,경상북도 경산시 삼풍동,True,True,True,True,True,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0
47861663,200,27,5.0,27.0,6.0,3,4,False,NE,35.8380116282748,128.759503912719,경상북도 경산시 조영동,True,True,True,True,True,629.0,471.0,27.0,203.0,2234.0,65.0,232.0
47861608,200,30,5.0,27.0,6.0,3,5,False,SW,35.8399533021898,128.75974224565,경상북도 경산시 압량읍 부적리,True,True,True,True,True,743.0,455.0,48.0,133.0,2317.0,79.0,73.0
47861149,100,25,5.0,23.14,6.0,2,3,False,E,35.84053039550781,128.7540893554692,경상북도 경산시 조영동,True,True,True,True,True,486.0,137.0,57.0,271.0,1873.0,154.0,63.0
47860889,200,30,10.0,40.0,6.0,2,3,False,SE,35.8428497159164,128.748700239429,경상북도 경산시 임당동,True,True,True,True,True,821.0,195.0,88.0,770.0,1617.0,46.0,117.0
47860852,200,30,5.0,26.45,6.0,4,4,False,S,35.8387302961033,128.755171531912,경상북도 경산시 조영동,True,True,True,True,True,343.0,89.0,34.0,58.0,1884.0,117.0,222.0
47859519,70,18,5.0,23.14,6.0,3,3,False,W,35.8434848130162,128.749400699576,경상북도 경산시 임당동,True,True,True,True,True,860.0,224.0,71.0,776.0,1712.0,54.0,101.0
47858974,100,18,9.0,33.05,6.0,3,4,False,W,35.8262583892936,128.727637283352,경상북도 경산시 옥산동,True,True,False,True,True,869.0,431.0,87.0,179.0,1032.0,137.0,152.0
47858851,200,25,0.0,26.0,6.0,3,3,False,NE,35.8391162251665,128.751771111458,경상북도 경산시 대동,True,True,True,True,True,331.0,169.0,116.0,282.0,1616.0,50.0,287.0
47858812,200,30,5.0,20.0,6.0,1,3,False,W,35.8405402920606,128.753542504211,경상북도 경산시 조영동,True,True,True,True,True,478.0,149.0,93.0,292.0,1829.0,127.0,65.0
47858734,300,21,9.0,49.56,6.0,3,4,False,S,35.8240574871313,128.722620917128,경상북도 경산시 옥산동,True,False,False,True,True,1226.0,190.0,72.0,99.0,1214.0,80.0,95.0
47858661,200,30,5.0,20.0,6.0,2,3,False,W,35.8405402920606,128.753542504211,경상북도 경산시 조영동,True,True,True,True,True,478.0,149.0,93.0,292.0,1829.0,127.0,65.0
47858202,200,33,5.0,26.45,6.0,2,3,False,SW,35.8390630602204,128.751597963341,경상북도 경산시 대동,True,True,False,True,True,330.0,185.0,110.0,288.0,1600.0,65.0,302.0
47858081,200,30,5.0,26.45,6.0,2,4,False,SE,35.8405526099436,128.756382028358,경상북도 경산시 조영동,True,True,True,True,True,572.0,164.0,56.0,114.0,2061.0,60.0,157.0
47857782,200,39,5.0,20.0,6.0,3,4,False,W,35.8388964447691,128.755135795031,경상북도 경산시 조영동,True,True,True,True,True,356.0,73.0,53.0,76.0,1887.0,105.0,237.0
47856819,100,18,9.0,33.05,6.0,2,4,False,W,35.8262583892936,128.727637283352,경상북도 경산시 옥산동,True,False,False,True,True,869.0,431.0,87.0,179.0,1032.0,137.0,152.0
47856778,300,21,0.0,49.56,6.0,2,4,False,S,35.8240574871307,128.722620917129,경상북도 경산시 옥산동,True,False,False,True,True,1226.0,190.0,72.0,99.0,1214.0,80.0,95.0
47856645,200,30,5.0,23.14,6.0,2,3,False,E,35.8385106210099,128.750408088883,경상북도 경산시 대동,True,True,True,True,True,332.0,301.0,130.0,322.0,1477.0,42.0,349.0
47856607,100,26,5.0,26.45,7.0,2,3,False,E,35.839773079662,128.75225756280307,경상북도 경산시 조영동,True,True,True,True,True,392.0,140.0,124.0,305.0,1688.0,37.0,204.0
47855766,50,15,5.0,23.14,6.0,3,5,True,SW,35.8427539635379,128.763762915154,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1219.0,298.0,38.0,116.0,2768.0,85.0,113.0
47854935,100,27,5.0,20.0,6.0,2,4,False,S,35.8408197089065,128.755382805088,경상북도 경산시 조영동,True,True,True,True,True,554.0,92.0,45.0,202.0,1992.0,41.0,133.0
47853904,200,24,9.0,29.75,6.0,3,4,False,S,35.8298722695955,128.734312179181,경상북도 경산시 중방동,True,True,False,True,True,710.0,197.0,20.0,167.0,363.0,217.0,134.0
47853839,200,26,9.0,33.06,6.0,3,4,False,SW,35.8399538443085,128.759742146958,경상북도 경산시 압량읍 부적리,True,True,False,True,True,743.0,455.0,48.0,133.0,2318.0,79.0,73.0
47853817,100,21,9.0,33.06,6.0,1,3,False,SW,35.8221927940477,128.71778523219,경상북도 경산시 옥산동,True,True,False,True,True,1627.0,98.0,333.0,183.0,1417.0,233.0,122.0
47853805,100,21,9.0,36.36,16.0,3,4,False,SW,35.8380296664486,128.764792639946,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1093.0,251.0,104.0,353.0,2698.0,110.0,57.0
47853731,100,26,9.0,42.98,19.0,2,4,False,SW,35.8156833377454,128.762839102333,경상북도 경산시 사동,True,True,False,True,True,2460.0,283.0,120.0,581.0,3126.0,244.0,126.0
47853718,100,16,9.0,33.06,6.0,2,4,False,SW,35.8382614751282,128.765280616524,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1141.0,225.0,57.0,339.0,2747.0,60.0,87.0
47852944,300,26,9.0,26.45,11.0,2,4,False,SW,35.8022923027089,128.736575973657,경상북도 경산시 백천동,True,True,False,True,True,3561.0,326.0,54.0,278.0,2618.0,14.0,168.0
47852844,200,27,9.0,26.45,6.0,3,4,True,SW,35.8180857155684,128.729119522823,경상북도 경산시 사정동,True,False,True,True,True,1776.0,328.0,160.0,191.0,1755.0,160.0,70.0
47852810,300,31,9.0,49.59,11.0,2,4,False,SW,35.8144905027918,128.728547452002,경상북도 경산시 옥곡동,True,False,False,True,True,2175.0,96.0,258.0,384.0,2151.0,30.0,56.0
47852663,200,31,9.0,49.59,11.0,3,4,True,SW,35.8270661649276,128.735010624171,경상북도 경산시 중방동,True,False,False,True,True,954.0,126.0,24.0,208.0,660.0,106.0,193.0
47852656,100,19,9.0,33.06,6.0,3,4,False,SW,35.8211244472645,128.733539391379,경상북도 경산시 중방동,True,True,False,True,True,1511.0,33.0,82.0,117.0,1331.0,102.0,99.0
47852634,100,11,9.0,26.45,25.0,3,3,False,SE,35.8309418375778,128.730773722973,경상북도 경산시 정평동,True,False,False,True,True,409.0,210.0,120.0,303.0,484.0,107.0,260.0
47852550,200,26,9.0,36.36,14.0,3,4,False,SW,35.832671116626,128.728068245832,경상북도 경산시 정평동,True,True,False,True,True,156.0,132.0,66.0,66.0,672.0,75.0,101.0
47851240,200,27,8.0,20.0,6.0,2,4,False,E,35.8396585497466,128.756435134109,경상북도 경산시 조영동,True,True,True,True,True,495.0,173.0,54.0,74.0,2027.0,54.0,166.0
47849635,200,29,8.0,25.0,6.0,2,3,False,S,35.8382692602157,128.75026854551,경상북도 경산시 대동,False,True,True,True,True,322.0,321.0,130.0,318.0,1454.0,18.0,348.0
47849104,100,25,5.0,27.0,6.0,2,4,False,S,35.8435669086161,128.756940008501,경상북도 경산시 압량읍 부적리,True,True,True,True,True,890.0,270.0,128.0,393.0,2262.0,111.0,297.0
47849032,300,48,10.0,50.0,6.0,3,6,True,SW,35.8389536453154,128.757300952725,경상북도 경산시 조영동,True,True,True,True,True,499.0,252.0,90.0,71.0,2073.0,90.0,166.0
47848546,300,39,9.0,52.89,24.0,1,3,False,SW,35.8212772994092,128.752214219578,경상북도 경산시 계양동,True,True,False,True,True,1669.0,149.0,34.0,152.0,1991.0,105.0,48.0
47844896,100,29,5.0,26.45,6.0,3,3,False,E,35.8387129077117,128.754214977277,경상북도 경산시 조영동,True,True,True,True,True,297.0,75.0,52.0,93.0,1802.0,79.0,194.0
47844885,100,25,5.0,23.14,6.0,1,3,False,S,35.8396757827124,128.751891320114,경상북도 경산시 조영동,True,True,True,True,True,388.0,166.0,146.0,328.0,1653.0,33.0,235.0
47842791,100,27,8.0,26.45,6.0,2,3,False,SE,35.8391409857947,128.752495428901,경상북도 경산시 조영동,True,True,True,True,True,320.0,103.0,66.0,248.0,1677.0,48.0,247.0
47842675,100,20,6.0,25.3,7.0,2,3,False,S,35.8399842780487,128.752821423436,경상북도 경산시 조영동,True,True,True,True,True,412.0,114.0,89.0,281.0,1744.0,85.0,152.0
47838925,100,18,5.0,30.0,6.0,3,3,False,S,35.821190875764,128.755196932426,경상북도 경산시 삼풍동,True,True,True,True,True,1691.0,63.0,43.0,71.0,2207.0,43.0,88.0
47838920,200,20,5.0,27.0,6.0,2,4,False,S,35.8217132856426,128.758129225337,경상북도 경산시 삼풍동,True,True,True,True,True,1688.0,238.0,255.0,341.0,2394.0,160.0,302.0
47838915,100,25,5.0,30.0,6.0,2,4,False,S,35.8217299223371,128.757866701383,경상북도 경산시 삼풍동,True,True,True,True,True,1679.0,218.0,232.0,318.0,2373.0,136.0,282.0
47838913,200,20,5.0,27.0,6.0,2,4,False,S,35.8217132856433,128.758129225336,경상북도 경산시 삼풍동,True,True,True,True,True,1688.0,238.0,255.0,341.0,2394.0,160.0,302.0
47838674,200,25,7.0,29.75,25.0,3,3,False,W,35.84105300903321,128.75256347656295,경상북도 경산시 임당동,True,True,True,True,True,532.0,227.0,198.0,387.0,1780.0,31.0,117.0
47838541,300,35,10.0,34.0,6.0,2,3,False,S,35.8233248697358,128.754404561486,경상북도 경산시 삼풍동,True,True,True,True,True,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0
47838516,300,35,10.0,34.0,6.0,3,3,False,S,35.8233248697358,128.754404561486,경상북도 경산시 삼풍동,True,True,True,True,True,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0
47838456,100,25,5.0,30.0,6.0,2,3,False,S,35.8212824087443,128.756228377476,경상북도 경산시 삼풍동,True,True,True,True,True,1695.0,68.0,117.0,163.0,2277.0,56.0,135.0
47838447,100,30,5.0,34.0,6.0,2,3,False,S,35.8208633302511,128.755942314591,경상북도 경산시 삼풍동,True,True,True,True,True,1736.0,20.0,71.0,133.0,2283.0,108.0,84.0
47838396,300,30,8.0,30.0,6.0,4,4,False,S,35.8224885863748,128.757977150293,경상북도 경산시 삼풍동,True,True,True,True,True,1601.0,275.0,235.0,360.0,2338.0,166.0,342.0
47838067,200,26,9.0,49.59,6.0,3,4,False,S,35.8138412585897,128.731081496076,경상북도 경산시 옥곡동,True,False,False,True,True,2260.0,141.0,123.0,148.0,2166.0,133.0,139.0
47837698,200,42,5.0,20.0,6.0,3,4,False,NW,35.8387776461771,128.757172236405,경상북도 경산시 조영동,True,True,True,True,True,478.0,245.0,81.0,92.0,2056.0,87.0,189.0
47836993,500,36,9.0,49.59,6.0,4,4,False,S,35.8288403300369,128.73959605005,경상북도 경산시 중방동,True,True,True,True,True,600.0,155.0,201.0,301.0,590.0,177.0,254.0
47836975,200,25,9.0,39.67,6.0,3,4,False,W,35.8295790798413,128.739278219337,경상북도 경산시 중방동,True,True,False,True,True,529.0,136.0,164.0,301.0,509.0,164.0,213.0
47836727,200,30,5.0,26.45,6.0,2,4,False,N,35.8387027855734,128.759251916516,경상북도 경산시 조영동,True,True,True,True,True,636.0,430.0,70.0,137.0,2232.0,49.0,152.0
47836571,200,30,5.0,29.75,6.0,2,3,False,S,35.8208633302518,128.755942314591,경상북도 경산시 삼풍동,True,True,True,True,True,1736.0,20.0,71.0,133.0,2283.0,108.0,84.0
47836065,200,25,5.0,29.75,25.0,1,3,False,S,35.841051866606925,128.75256016017178,경상북도 경산시 임당동,True,True,True,True,True,532.0,227.0,198.0,387.0,1779.0,31.0,117.0
47835953,100,20,5.0,29.75,6.0,1,3,False,S,35.8217379875126,128.755558284622,경상북도 경산시 삼풍동,True,True,True,True,True,1635.0,103.0,48.0,132.0,2198.0,72.0,152.0
47835562,200,21,9.0,26.45,6.0,3,4,False,SW,35.8308130252135,128.731108098218,경상북도 경산시 정평동,True,True,False,True,True,437.0,243.0,95.0,336.0,465.0,106.0,275.0
47835230,70,15,5.0,29.75,21.0,3,3,False,S,35.843329693224355,128.7525748674593,경상북도 경산시 임당동,True,True,True,True,True,785.0,299.0,248.0,575.0,1920.0,162.0,243.0
47835220,100,20,8.0,29.75,25.0,1,3,False,E,35.8414280219728,128.751446114039,경상북도 경산시 임당동,True,True,True,True,True,587.0,317.0,176.0,483.0,1716.0,88.0,188.0
47835147,200,31,5.0,26.44,7.0,1,3,False,S,35.8398698692778,128.752121022971,경상북도 경산시 조영동,True,True,False,True,True,405.0,156.0,139.0,322.0,1681.0,46.0,206.0
47835141,100,17,5.0,26.45,7.0,2,3,False,NW,35.8379467530967,128.759386611555,경상북도 경산시 조영동,True,True,False,True,True,617.0,463.0,21.0,201.0,2222.0,76.0,237.0
47835135,3500,0,2.0,26.44,6.0,3,3,False,S,35.8430564188446,128.75104597843594,경상북도 경산시 임당동,True,True,True,True,True,771.0,379.0,111.0,648.0,1793.0,95.0,103.0
47835066,100,25,5.0,33.06,24.0,1,3,False,S,35.84095127120123,128.7530316192216,경상북도 경산시 임당동,True,True,True,True,True,520.0,202.0,157.0,354.0,1811.0,72.0,76.0
47834884,150,21,8.0,29.75,15.0,1,3,False,S,35.8397707966362,128.751369721666,경상북도 경산시 대동,True,True,True,True,True,411.0,214.0,188.0,362.0,1616.0,77.0,267.0
47834869,100,23,5.0,26.45,31.0,1,3,False,E,35.8396364764127,128.755997171813,경상북도 경산시 조영동,True,True,True,True,True,469.0,134.0,59.0,113.0,1989.0,31.0,203.0
47834481,150,28,7.0,23.14,6.0,2,3,False,SW,35.83881818767316,128.75470667036274,경상북도 경산시 조영동,True,True,True,True,True,328.0,62.0,63.0,74.0,1848.0,116.0,218.0
47834175,300,40,5.0,33.06,6.0,2,4,True,E,35.8425554903905,128.759378184807,경상북도 경산시 압량읍 부적리,True,True,True,True,True,913.0,396.0,151.0,247.0,2400.0,106.0,67.0
47834174,200,29,5.0,23.14,6.0,3,4,False,SE,35.8405656533677,128.75621099798,경상북도 경산시 조영동,True,True,True,True,True,565.0,152.0,41.0,126.0,2047.0,47.0,173.0
47834171,200,25,7.0,26.44,6.0,1,3,False,W,35.8436385818848,128.749286761807,경상북도 경산시 임당동,True,True,True,True,True,880.0,210.0,58.0,796.0,1716.0,58.0,121.0
47834169,150,30,5.0,26.45,6.0,2,4,False,S,35.8399392915937,128.754434108685,경상북도 경산시 조영동,True,True,True,True,True,431.0,66.0,17.0,199.0,1873.0,114.0,136.0
47834167,100,19,5.0,23.14,6.0,2,4,False,SE,35.8434321101939,128.75864529571,경상북도 경산시 압량읍 부적리,True,True,True,True,True,951.0,374.0,176.0,355.0,2387.0,33.0,142.0
47834164,100,30,5.0,23.14,6.0,1,3,False,SW,35.8388113370615,128.754342753278,경상북도 경산시 조영동,True,True,True,True,True,312.0,64.0,54.0,92.0,1817.0,85.0,207.0
47834155,100,27,5.0,26.44,6.0,2,2,False,S,35.839548947749726,128.75106625821826,경상북도 경산시 대동,True,True,True,True,True,398.0,235.0,175.0,360.0,1581.0,97.0,303.0
47834153,100,25,5.0,26.45,6.0,4,4,False,E,35.831214370779,128.747506021287,경상북도 경산시 계양동,True,True,True,True,True,663.0,694.0,117.0,814.0,1099.0,138.0,193.0
47834152,100,26,5.0,26.45,6.0,4,4,False,S,35.8392444310931,128.751710960439,경상북도 경산시 대동,True,True,True,True,True,346.0,174.0,130.0,296.0,1617.0,45.0,280.0
47834148,50,15,5.0,26.44,6.0,2,3,False,E,35.84160064025439,128.75175768894664,경상북도 경산시 임당동,True,True,True,True,True,600.0,305.0,186.0,479.0,1750.0,83.0,198.0
47834146,100,25,8.0,26.45,6.0,2,3,False,E,35.8379810484756,128.753082894221,경상북도 경산시 대동,True,True,True,True,True,191.0,145.0,37.0,110.0,1678.0,68.0,127.0
47834145,200,30,5.0,23.14,6.0,2,4,False,W,35.837971403456,128.758915493752,경상북도 경산시 조영동,True,True,True,True,True,578.0,422.0,30.0,174.0,2181.0,101.0,231.0
47834137,200,40,5.0,33.06,6.0,3,4,True,E,35.8401419079707,128.759453026634,경상북도 경산시 압량읍 부적리,True,True,True,True,True,734.0,422.0,47.0,104.0,2300.0,84.0,47.0
47834135,200,35,0.0,26.44,6.0,1,2,False,W,35.8398932242561,128.75094556051,경상북도 경산시 대동,True,True,True,True,True,437.0,255.0,215.0,396.0,1589.0,118.0,293.0
47834130,100,18,5.0,23.14,7.0,2,3,False,E,35.83841908447624,128.75833662789205,경상북도 경산시 조영동,True,True,True,True,True,548.0,357.0,88.0,107.0,2144.0,130.0,189.0
47834127,100,20,5.0,23.14,7.0,2,3,False,SW,35.8394924999828,128.75295967281986,경상북도 경산시 조영동,True,True,True,True,True,358.0,69.0,56.0,236.0,1731.0,65.0,193.0
47834125,100,28,5.0,26.45,6.0,1,3,False,E,35.8394592642334,128.752137002163,경상북도 경산시 조영동,True,True,True,True,True,360.0,138.0,114.0,295.0,1662.0,0.0,237.0
47834123,150,25,5.0,23.14,6.0,3,4,False,E,35.84012811592762,128.75583780006556,경상북도 경산시 조영동,True,True,True,True,True,506.0,144.0,46.0,131.0,1997.0,46.0,203.0
47834121,200,28,5.0,23.14,6.0,3,4,True,SW,35.8400713261697,128.759110051194,경상북도 경산시 압량읍 부적리,True,True,True,True,True,704.0,397.0,78.0,75.0,2268.0,71.0,16.0
47834118,200,35,5.0,26.44,6.0,2,3,False,E,35.8388891117902,128.75218101222,경상북도 경산시 대동,True,True,True,True,True,297.0,136.0,76.0,239.0,1640.0,63.0,256.0
47834116,200,30,5.0,23.14,6.0,3,3,False,SE,35.8394776528487,128.753581859678,경상북도 경산시 조영동,True,True,True,True,True,362.0,31.0,0.0,193.0,1782.0,48.0,179.0
47834112,200,20,5.0,26.44,6.0,반지하,3,False,SE,35.8399179068708,128.753084131462,경상북도 경산시 조영동,True,True,True,True,True,405.0,94.0,66.0,259.0,1762.0,100.0,146.0
47834110,70,17,5.0,19.85,7.0,3,3,False,E,35.8384280556348,128.757236901207,경상북도 경산시 조영동,True,True,True,True,True,462.0,263.0,73.0,118.0,2050.0,116.0,222.0
47834107,200,28,5.0,26.45,6.0,1,3,False,SE,35.8429280801075,128.755610114606,경상북도 경산시 조영동,True,True,True,True,True,780.0,151.0,76.0,377.0,2122.0,140.0,248.0
47834101,200,39,5.0,36.36,6.0,2,4,False,E,35.84126662566593,128.75759822733897,경상북도 경산시 압량읍 부적리,True,True,True,True,True,700.0,225.0,92.0,134.0,2193.0,41.0,110.0
47834100,70,17,5.0,26.45,6.0,3,3,False,E,35.8435549918902,128.753203588282,경상북도 경산시 조영동,True,True,True,True,True,810.0,276.0,301.0,554.0,1981.0,180.0,277.0
47834099,200,25,5.0,23.14,6.0,2,3,False,E,35.838725063147,128.753598381379,경상북도 경산시 조영동,True,True,True,True,True,280.0,53.0,40.0,142.0,1751.0,40.0,193.0
47834098,200,47,5.0,29.76,6.0,3,3,False,E,35.8388823282042,128.754016849471,경상북도 경산시 조영동,True,True,True,True,True,308.0,49.0,26.0,119.0,1792.0,54.0,210.0
47834095,100,23,5.0,26.44,6.0,3,3,False,E,35.8411681643322,128.7520005081445,경상북도 경산시 임당동,True,True,True,True,True,549.0,264.0,232.0,428.0,1743.0,31.0,168.0
47834091,100,20,5.0,26.45,6.0,2,4,False,SW,35.8380471062342,128.765120600279,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1123.0,248.0,76.0,357.0,2728.0,87.0,80.0
47834088,200,23,5.0,26.45,6.0,2,4,False,S,35.8410516495897,128.758224198577,경상북도 경산시 압량읍 부적리,True,True,True,True,True,718.0,285.0,42.0,94.0,2235.0,49.0,52.0
47834085,150,28,5.0,26.45,7.0,2,3,False,E,35.8397815652292,128.7522565321,경상북도 경산시 조영동,True,True,True,True,True,393.0,140.0,124.0,306.0,1688.0,38.0,203.0
47834082,100,28,5.0,23.14,6.0,3,4,False,W,35.8401817579736,128.757037981394,경상북도 경산시 조영동,True,True,True,True,True,575.0,235.0,14.0,46.0,2099.0,82.0,97.0
47834079,100,23,5.0,26.44,6.0,3,3,False,E,35.839574379552445,128.75228860583343,경상북도 경산시 조영동,True,True,True,True,True,370.0,128.0,115.0,291.0,1680.0,19.0,218.0
47834076,100,25,5.0,23.14,7.0,2,3,False,E,35.8392456786841,128.752638724298,경상북도 경산시 조영동,True,True,True,True,True,331.0,90.0,68.0,245.0,1693.0,51.0,230.0
47834075,70,22,5.0,26.44,6.0,3,3,False,E,35.8394085706487,128.75306085859,경상북도 경산시 조영동,True,True,True,True,True,349.0,57.0,47.0,223.0,1736.0,52.0,198.0
47834072,100,23,5.0,26.44,6.0,2,3,False,E,35.83857217303779,128.7540283907432,경상북도 경산시 조영동,True,True,True,True,True,276.0,79.0,56.0,100.0,1781.0,75.0,176.0
47834067,100,23,5.0,26.44,6.0,2,4,False,E,35.84033082941843,128.75454521351983,경상북도 경산시 조영동,True,True,True,True,True,476.0,108.0,29.0,239.0,1900.0,122.0,103.0
47834066,200,25,5.0,26.44,6.0,1,3,False,S,35.8411130244437,128.753241470739,경상북도 경산시 임당동,True,True,True,True,True,539.0,180.0,155.0,361.0,1836.0,92.0,56.0
47834060,150,28,5.0,26.44,6.0,4,4,False,SE,35.83908753303081,128.75477457810248,경상북도 경산시 조영동,True,True,True,True,True,357.0,36.0,83.0,100.0,1864.0,109.0,235.0
47834056,100,30,5.0,23.14,7.0,1,3,False,E,35.839797029903,128.752944572847,경상북도 경산시 조영동,True,True,True,True,True,391.0,91.0,67.0,259.0,1744.0,82.0,164.0
47834052,200,35,5.0,23.14,6.0,2,3,False,E,35.8387121160599,128.752515652388,경상북도 경산시 대동,True,True,True,True,True,273.0,115.0,43.0,206.0,1660.0,29.0,223.0
47834051,50,15,5.0,26.44,6.0,3,3,False,E,35.8431742483161,128.755358555563,경상북도 경산시 조영동,True,True,True,True,True,799.0,173.0,111.0,411.0,2117.0,170.0,259.0
47834048,150,28,5.0,26.44,6.0,3,3,False,E,35.8425632535581,128.753392368451,경상북도 경산시 조영동,True,True,True,True,True,701.0,189.0,263.0,463.0,1932.0,75.0,166.0
47834044,100,20,5.0,23.14,6.0,2,4,False,SE,35.8381154476721,128.754728152999,경상북도 경산시 조영동,True,True,True,True,True,265.0,139.0,21.0,31.0,1824.0,107.0,143.0
47834039,200,30,5.0,26.44,6.0,2,3,False,W,35.8394776528494,128.753581859678,경상북도 경산시 조영동,True,True,True,True,True,362.0,31.0,0.0,193.0,1782.0,48.0,179.0
47834035,200,28,5.0,26.44,6.0,1,3,False,W,35.8406028435541,128.753992208087,경상북도 경산시 조영동,True,True,True,True,True,492.0,147.0,68.0,282.0,1869.0,154.0,53.0
47834029,70,15,5.0,23.14,6.0,3,3,False,SE,35.843278166185975,128.75067013383864,경상북도 경산시 임당동,True,True,False,True,True,803.0,340.0,104.0,687.0,1782.0,84.0,88.0
47834026,100,20,5.0,23.14,6.0,4,4,False,E,35.8384055518426,128.765281485417,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1145.0,210.0,60.0,323.0,2750.0,50.0,86.0
